,NID,Quarter,Herd,Lact,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,HRxCodes,AllRxCodes,Pregnant,DSLB,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
158,Y160R0080,99,2K0054J,5,103,278.0,105,0,0.0,0,2.0,0.0,0.0,0.0,0.0,1,,1,3.0,1.0,1.0,5.943022306938016,1.9982525974720289,22.0,3.0,2.0,46337,46337,0,15.0,1.0,3811.0,8.24564690087386,1.0,1.0,1.0,,,,,,,1.0,106.0,4.663439094112067,0.0,0.0,0.0,1.0,137.0,4.919980925828125,0.0,0.0,0.0,19.0,204.0,4.13819776275044,2.0,1.0,0.0,2022,1,9999999,0.7558578987150416,,0.7558578987150416,23.218390804597703,,23.218390804597703,17.93103448275862,,17.93103448275862
159,Y160R0162,22.0,2K0054J,3,77,282.0,60,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,12,9999999,0.8583690987124464,,0.8583690987124464,25.044404973357015,50.0,24.9554367201426,20.603907637655418,0.0,20.677361853832444
160,Y160R0162,99,2K0054J,3,77,282.0,216,0,129.0,0,2.0,0.0,0.0,0.0,0.0,2,,2,,,,,,,,,86320,86320,1,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,5,58491,0.6172839506172839,,0.6172839506172839,14.65798045602606,20.33898305084746,14.054054054054054,11.889250814332247,16.94915254237288,11.351351351351353
161,Y160R0162,99,2K0054J,4,82,280.0,107,0,37.0,0,2.0,0.0,0.0,0.0,0.0,1,,3,,,,,,,,,46337,46337,1,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,1,86320,0.7558578987150416,,0.7558578987150416,23.218390804597703,,23.218390804597703,17.93103448275862,,17.93103448275862
162,Y160R0167,21.0,2K0054J,3,90,,131,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2,9999999,1.24282982791587,,1.24282982791587,16.68757841907152,,16.68757841907152,13.29987452948557,,13.29987452948557
163,Y160R0167,99,2K0054J,4,98,,12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,11,58491,2.0519835841313268,6.896551724137931,1.9539427773900906,20.326409495548962,26.382978723404253,17.084282460136674,16.023738872403563,21.27659574468085,13.211845102505695
164,Y160R0187,12.0,2K0054J,3,82,,175,0,105.0,0,2.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,1,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,3,9999999,0.5541871921182266,7.6923076923076925,0.3180661577608142,25.522388059701495,,25.522388059701495,18.35820895522388,,18.35820895522388
165,Y160R0191,22.0,2K0054J,4,94,286.0,163,0,81.0,0,2.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,1,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,9999999,0.8620689655172413,3.7037037037037033,0.7364975450081833,24.302788844621514,,24.302788844621514,18.59229747675963,,18.59229747675963
166,Y160R0191,12.0,2K0054J,4,94,286.0,179,0,97.0,0,2.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,,,,51755,51755,1,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,46337,1.9852941176470587,8.75,1.5625,28.71287128712871,,28.71287128712871,21.534653465346533,,21.534653465346533
167,Y160R0191,22.0,2K0054J,4,94,286.0,180,0,98.0,0,2.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,,,,51755,51755,1,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,51755,2.054292002934703,7.6923076923076925,1.7120622568093387,28.71287128712871,,28.71287128712871,21.534653465346533,,21.534653465346533
168,Y160R0202,22.0,2K0054J,2,96,284.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,0.0,0.0,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,65.0,3.0964473321825188,0.0,0.0,0.0,2019,9,9999999,0.709849157054126,0.9433962264150944,0.6856023506366308,15.749525616698293,21.890547263681594,11.96319018404908,12.523719165085389,15.422885572139302,10.736196319018406
169,Y160R0209,21.0,2K0054J,6,0,279.0,13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,9999999,0.6703229737964655,0.4608294930875576,0.7022471910112359,0.0,,0.0,0.0,,0.0
170,Y160R0227,11.0,2K0054J,2,81,278.0,107,0,20.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,9999999,0.7894736842105263,,0.7894736842105263,13.310580204778159,,13.310580204778159,10.238907849829351,,10.238907849829351
171,Y170R0002,12.0,2K0054J,3,92,278.0,304,0,218.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,7.0,1.0,1.0,4.116392800890202,1.3517367124515673,11.0,1.0,1.0,58491,58491,1,218.0,,,,,,,1.0,101.0,4.61512051684126,0.0,0.0,0.0,1.0,33.0,3.4965075614664802,0.0,0.0,0.0,5.0,671.0,4.140624305584735,1.0,1.0,0.0,4.0,29.0,3.020424797672604,0.0,0.0,0.0,2020,7,9999999,1.0526315789473684,0.0,1.0582010582010581,16.151202749140893,40.0,15.734265734265735,10.996563573883162,40.0,10.48951048951049
172,Y170R0006,21.0,2K0054J,2,95,,1121,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,4,9999999,1.977401129943503,1.8181818181818181,1.9838354151359296,31.22448979591837,25.0,32.093023255813954,23.6734693877551,18.333333333333332,24.418604651162788
173,Y170R0006,21.0,2K0054J,2,95,,1140,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,4,46337,1.4104372355430184,4.0,1.3639626704953338,29.411764705882355,25.0,30.136986301369863,22.35294117647059,18.333333333333332,23.013698630136986
174,Y170R0009,12.0,2K0054J,2,127,,132,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2,9999999,0.5128205128205128,0.0,0.513874614594039,15.69060773480663,,15.69060773480663,11.823204419889503,,11.823204419889503
175,Y170R0013,22.0,2K0054J,4,96,288.0,100,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,,1,2.0,2.0,2.0,5.749022651220388,0.22878297468548817,19.0,3.0,2.0,46337,46337,0,36.0,,,,,,,1.0,369.0,5.910796644040527,1.0,1.0,0.0,1.0,267.0,5.58724865840025,1.0,1.0,0.0,,,,,,,17.0,192.0,3.9498472589217046,1.0,0.0,0.0,2022,1,9999999,0.2242152466367713,,0.2242152466367713,27.363184079601986,,27.363184079601986,18.407960199004975,,18.407960199004975
176,Y170R0019,12.0,2K0054J,3,96,286.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,8,9999999,0.8264462809917356,1.3333333333333335,0.6430868167202572,33.33333333333333,,33.33333333333333,33.33333333333333,,33.33333333333333
177,Y170R0025,21.0,2K0054J,1,84,,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,10,9999999,1.079913606911447,3.3333333333333335,0.9237875288683602,13.989637305699482,11.711711711711711,15.52511415525114,12.176165803108809,10.81081081081081,13.013698630136986
178,Y170R0025,22.0,2K0054J,2,80,286.0,24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,6.0,0.0,0.0,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,144.0,4.476817115337912,0.0,0.0,0.0,2019,10,58491,1.202749140893471,1.2658227848101267,1.19815668202765,15.444015444015443,22.0,11.320754716981133,12.162162162162163,15.5,10.062893081761008
179,Y170R0041,22.0,2K0054J,1,108,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,8,9999999,1.3445378151260505,2.9940119760479043,0.7009345794392523,26.666666666666668,33.33333333333333,25.925925925925924,26.666666666666668,33.33333333333333,25.925925925925924
180,Y170R0041,21.0,2K0054J,2,87,,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,7.0,0.0,0.0,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,115.0,3.704182556647765,0.0,0.0,0.0,2020,9,58491,1.1049723756906076,2.197802197802198,0.8298755186721992,33.33333333333333,,33.33333333333333,33.33333333333333,,33.33333333333333
181,Y170R0043,21.0,2K0054J,3,105,,162,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,9999999,0.8620689655172413,3.7037037037037033,0.7364975450081833,24.302788844621514,,24.302788844621514,18.59229747675963,,18.59229747675963
182,Y170R0044,11.0,2K0054J,1,72,,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,8,9999999,1.3445378151260505,2.9940119760479043,0.7009345794392523,26.666666666666668,33.33333333333333,25.925925925925924,26.666666666666668,33.33333333333333,25.925925925925924
183,Y170R0070,21.0,2K0054J,4,92,,240,0,172.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,7.0,1.0,1.0,4.428714851140952,2.174202349361666,30.0,1.0,1.0,46337,46337,1,172.0,1.0,9881.0,9.198369000194964,1.0,1.0,1.0,1.0,46.0,3.828641396489095,0.0,0.0,0.0,1.0,56.0,4.02535169073515,0.0,0.0,0.0,4.0,85.0,3.487160467641864,0.0,0.0,0.0,23.0,142.0,3.3962815954401244,0.0,0.0,0.0,2023,5,9999999,1.066499372647428,0.0,1.0698552548772813,29.331046312178387,33.33333333333333,29.246935201401055,22.641509433962266,33.33333333333333,22.416812609457093
184,Y170R0075,99,2K0054J,3,118,,38,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,11,9999999,2.0519835841313268,6.896551724137931,1.9539427773900906,20.326409495548962,26.382978723404253,17.084282460136674,16.023738872403563,21.27659574468085,13.211845102505695
185,Y170R0100,22.0,2K0054J,2,97,840.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,9999999,0.778816199376947,5.263157894736842,0.7114624505928854,24.302788844621514,,24.302788844621514,18.59229747675963,,18.59229747675963
186,Y170R0100,22.0,2K0054J,2,97,840.0,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,,,,51755,51755,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,46337,1.6704631738800304,9.63855421686747,1.1345218800648298,25.78125,,25.78125,19.53125,,19.53125
187,Y170R0125,11.0,2K0054J,3,92,,115,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,7,9999999,0.2827521206409048,,0.2827521206409048,28.01724137931034,,28.01724137931034,20.689655172413794,,20.689655172413794
188,Y170R0134,22.0,2K0054J,3,81,422.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,9999999,1.015625,6.896551724137931,0.7364975450081833,24.302788844621514,,24.302788844621514,18.59229747675963,,18.59229747675963
189,Y170R0136,22.0,2K0054J,3,99,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,12.0,1.0,0.0,86320,86320,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,160.0,3.55948076985276,1.0,0.0,0.0,2021,10,9999999,1.5983321751216122,3.896103896103896,1.4684287812041115,21.695760598503743,26.573426573426573,18.992248062015506,17.70573566084788,20.97902097902098,15.891472868217054
190,Y180R0006,21.0,2K0054J,2,91,275.0,292,0,0.0,0,2.0,0.0,0.0,0.0,0.0,1,1,1,7.0,1.0,0.0,4.4702628461588905,0.4750265349908565,13.0,1.0,0.0,46337,46337,0,180.0,1.0,117.0,4.762173934797756,0.0,0.0,0.0,,,,,,,1.0,135.0,4.90527477843843,0.0,0.0,0.0,5.0,161.0,4.32487824197521,1.0,0.0,0.0,6.0,67.0,3.753177066024918,0.0,0.0,0.0,2022,6,9999999,0.7246376811594203,,0.7246376811594203,33.40961098398169,13.043478260869565,34.54106280193236,25.62929061784897,8.695652173913043,26.570048309178745
191,Y180R0022,12.0,2K0054J,1,109,,74,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,2.0,1.0,1.0,4.802810227512991,0.9106505004417991,2.0,1.0,1.0,58491,58491,0,1.0,1.0,232.0,5.44673737166631,1.0,1.0,0.0,1.0,64.0,4.1588830833596715,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2020,11,9999999,1.1428571428571428,0.0,1.1456628477905073,23.13296903460838,22.807017543859647,23.170731707317074,18.397085610200364,17.543859649122805,18.495934959349594
192,Y180R0029,22.0,2K0054J,1,107,,62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,9,9999999,1.2302284710017575,0.0,1.4300306435137897,15.945330296127564,16.216216216216218,15.807560137457044,12.072892938496583,13.513513513513514,11.34020618556701
193,Y180R0035,22.0,2K0054J,1,95,,76,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,4.3694478524670215,,1.0,0.0,0.0,58491,58491,0,,1.0,79.0,4.3694478524670215,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2020,10,9999999,0.9836065573770493,1.36986301369863,0.959023539668701,15.704387990762125,16.216216216216218,15.43859649122807,11.778290993071593,13.513513513513514,10.87719298245614
194,Y180R0036,21.0,2K0054J,3,100,277.0,234,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,5,9999999,0.3790271636133923,,0.3790271636133923,32.51798561151079,50.0,32.41678726483357,25.03597122302158,50.0,24.891461649782922
195,Y180R0047,99,2K0054J,2,84,281.0,94,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,46337,46337,0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,1,9999999,0.3739715781600598,,0.3739715781600598,27.363184079601986,,27.363184079601986,18.407960199004975,,18.407960199004975
196,Y180R0052,99,2K0054J,3,0,293.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,12.0,1.0,0.0,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,182.0,3.9044447929695565,1.0,0.0,0.0,2022,8,9999999,1.1021307861866276,2.5889967637540456,0.6653992395437262,,,,,,
197,Y180R0075,99,2K0054J,1,95,,372,0,55.0,0,3.0,0.0,0.0,0.0,0.0,1,,1,9.0,0.0,0.0,3.2928615729359105,0.5431433144168815,9.0,0.0,0.0,86320,86320,1,55.0,1.0,55.0,4.007333185232471,0.0,0.0,0.0,,,,,,,1.0,25.0,3.2188758248682006,0.0,0.0,0.0,7.0,44.0,3.2013635923317887,0.0,0.0,0.0,,,,,,,2021,9,9999999,0.6487488415199258,0.9433962264150944,0.5767012687427913,33.83838383838384,32.5,34.74576271186441,27.27272727272727,27.500000000000004,27.11864406779661
198,Y180R0083,22.0,2K0054J,3,100,286.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,12.0,0.0,0.0,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,112.0,3.9016426209548523,0.0,0.0,0.0,2022,8,9999999,0.9331259720062209,2.307692307692308,0.5847953216374269,,,,,,
199,Y180R0098,21.0,2K0054J,3,99,,98,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,2.0,1.0,1.0,4.7910898762173435,1.27175923358805,15.0,5.0,3.0,46337,46337,0,29.0,,,,,,,1.0,296.0,5.69035945432406,1.0,1.0,0.0,1.0,49.0,3.8918202981106265,0.0,0.0,0.0,,,,,,,13.0,267.0,4.337271835974118,4.0,2.0,0.0,2023,1,9999999,0.5087620124364047,,0.5087620124364047,16.24548736462094,0.0,16.2748643761302,13.176895306859207,0.0,13.200723327305605
200,Y190R0014,99,2K0054J,1,88,,59,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,58491,58491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,9,9999999,1.4035087719298245,0.6711409395973155,1.513622603430878,15.945330296127564,16.216216216216218,15.807560137457044,12.072892938496583,13.513513513513514,11.34020618556701
201,Y190R0014,12.0,2K0054J,1,88,,125,0,0.0,0,1.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,,,,58491,58491,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,12,58491,0.9393680614859093,,0.9393680614859093,20.31823745410037,22.807017543859647,20.13157894736842,16.27906976744186,15.789473684210526,16.315789473684212
202,Y190R0052,22.0,2K0054J,2,73,283.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,7.0,1.0,1.0,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,256.0,4.293257865789486,1.0,1.0,0.0,2022,10,9999999,0.9229098805646038,3.6585365853658534,0.7954545454545454,26.01279317697228,35.75757575757576,20.723684210526315,21.108742004264393,30.303030303030305,16.11842105263158
203,Y190R0052,21.0,2K0054J,2,73,283.0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,7.0,1.0,1.0,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,256.0,4.293257865789486,1.0,1.0,0.0,2022,10,46337,1.0810810810810811,6.41025641025641,0.8465011286681716,26.01279317697228,35.75757575757576,20.723684210526315,21.108742004264393,30.303030303030305,16.11842105263158
204,Y190R0053,21.0,2K0054J,2,79,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.8375209380234505,1.5384615384615385,0.6423982869379015,,,,,,
205,Y190R0053,21.0,2K0054J,2,79,,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,9,46337,1.1896431070678797,2.348993288590604,0.8841732979664014,,,,,,
206,Y190R0063,21.0,2K0054J,2,85,279.0,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,7.0,0.0,0.0,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,99.0,3.9412347631336826,0.0,0.0,0.0,2022,8,9999999,0.9715994020926756,2.0618556701030926,0.6685768863419294,,,,,,
207,Y190R0069,22.0,2K0054J,1,96,,179,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,9999999,2.0029673590504453,7.792207792207792,1.6522423288749015,28.71287128712871,,28.71287128712871,21.534653465346533,,21.534653465346533
208,Y190R0071,22.0,2K0054J,1,85,,340,0,0.0,0,3.0,0.0,0.0,0.0,0.0,1,1,1,9.0,0.0,0.0,3.6743162631615727,0.3300697457111032,9.0,0.0,0.0,46337,46337,0,33.0,1.0,47.0,3.8501476017100584,0.0,0.0,0.0,,,,,,,1.0,28.0,3.332204510175204,0.0,0.0,0.0,7.0,69.0,3.6980706080812698,0.0,0.0,0.0,,,,,,,2022,7,9999999,0.37735849056603776,,0.37735849056603776,28.01724137931034,,28.01724137931034,20.689655172413794,,20.689655172413794
209,Y200R0001,21.0,2K0054J,1,94,,81,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,2.0,2.0,6.717865370155223,1.7615369129873149,2.0,2.0,2.0,46337,46337,0,,,,,,,,2.0,2874.0,6.717865370155223,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,2022,11,9999999,0.8214676889375685,0.0,0.8223684210526315,17.936507936507937,19.81132075471698,17.557251908396946,13.968253968253968,15.09433962264151,13.740458015267176
210,Y200R0019,12.0,2K0054J,1,0,,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.7346189164370982,1.3559322033898304,0.5037783375314862,,,,,,
211,Y200R0025,22.0,2K0054J,1,74,,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.8375209380234505,1.5384615384615385,0.6423982869379015,,,,,,
212,Y200R0027,22.0,2K0054J,1,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.9724473257698543,1.6129032258064515,0.8113590263691683,,,,,,
213,Y200R0029,22.0,2K0054J,1,108,,259,0,155.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,1,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,4,9999999,0.8130081300813009,2.4390243902439024,0.7733491969066032,32.399299474605954,25.0,32.5044404973357,25.04378283712785,25.0,25.044404973357015
214,Y200R0073,21.0,2K0054J,1,93,,206,0,136.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,1,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,4,9999999,0.996483001172333,0.0,1.039119804400978,24.40251572327044,25.0,24.396442185514612,17.232704402515722,25.0,17.15374841168996
215,Y210R0014,22.0,2K0054J,1,102,,225,0,123.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,5.0,0.0,0.0,3.3565547820281494,0.3665173283576945,5.0,0.0,0.0,46337,46337,1,123.0,1.0,33.0,3.4965075614664802,0.0,0.0,0.0,1.0,21.0,3.044522437723423,0.0,0.0,0.0,,,,,,,3.0,51.0,3.413914636983614,0.0,0.0,0.0,,,,,,,2023,3,9999999,0.5541871921182266,7.6923076923076925,0.3180661577608142,25.522388059701495,,25.522388059701495,18.35820895522388,,18.35820895522388
216,Y210R0032,22.0,2K0054J,1,102,,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.9331259720062209,2.307692307692308,0.5847953216374269,,,,,,
217,Y210R0050,22.0,2K0054J,2,0,278.0,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,9999999,0.919732441471572,1.7421602787456445,0.6600660066006601,,,,,,
218,Y210R0072,22.0,2K0054J,1,110,,220,0,125.0,0,1.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,1,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,4,9999999,0.885478158205431,1.0526315789473684,0.8755472170106317,24.40251572327044,25.0,24.396442185514612,17.232704402515722,25.0,17.15374841168996
219,Y210R0075,99,2K0054J,1,109,,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,9,9999999,0.994733762434172,1.06951871657754,0.985545335085414,25.46419098143236,37.333333333333336,17.62114537444934,20.954907161803714,32.0,13.656387665198238
220,Y210R0083,12.0,2K0054J,1,122,,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.9724473257698543,1.6129032258064515,0.8113590263691683,,,,,,
221,Y210R0098,22.0,2K0054J,1,127,,77,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0,8.329658067569396,,1.0,1.0,1.0,46337,46337,0,,1.0,4145.0,8.329658067569396,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,10,9999999,1.0810810810810811,6.41025641025641,0.8465011286681716,26.01279317697228,35.75757575757576,20.723684210526315,21.108742004264393,30.303030303030305,16.11842105263158
222,Y210R0114,12.0,2K0054J,1,0,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,8,9999999,0.6603773584905661,0.9836065573770493,0.5298013245033113,,,,,,
223,Y210R0120,11.0,2K0054J,1,98,,40,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,46337,46337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,10,9999999,1.0176754151044456,6.896551724137931,0.9249183895538629,20.209059233449477,30.45267489711934,16.181229773462782,16.144018583042975,25.102880658436217,12.62135922330097
