,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
267,210030413,99,2K0084M,5,,,,108,289.0,136,0,54.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,1.0,0.0,0.0,5.605802066295998,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,43.0,3.7612001156935624,0.0,0.0,0.0,2016,8,47941,0,0.0,0.0,0.0,11.065573770491802,11.267605633802818,11.031175059952037,,,,,,
268,210030435,99,2K0084M,5,,,,121,325.0,88,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,67.0,3.991075306772333,0.0,0.0,0.0,2016,12,9999999,0,1.0,,0.0,5.8626465661641545,,5.8626465661641545,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
269,210030435,99,2K0084M,5,,,,121,325.0,180,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,3.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,67.0,3.991075306772333,0.0,0.0,0.0,2017,3,49851,0,0.0,0.0,0.0,2.5806451612903225,0.0,2.6030368763557483,44.16058394160584,,44.16058394160584,37.591240875912405,,37.591240875912405
271,210030668,99,2K0084M,5,,,,122,280.0,411,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,0.0,0.0,4.948759890378168,99.0,4.0,1.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,141.0,4.948759890378168,0.0,0.0,0.0,3.0,158.0,4.8553757568761755,1.0,0.0,0.0,2017,6,9999999,0,0.0,0.0,0.0,6.435643564356436,5.555555555555555,6.462585034013606,,,,,,
272,210030678,99,2K0084M,4,,,,105,274.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,3.0,1.0,6.285998094508865,99.0,1.0,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,252.0,5.097157753811013,3.0,1.0,0.0,2016,4,9999999,0,0.0,0.0,1.0,8.206686930091186,19.718309859154928,5.038759689922481,,,,,,
273,210030678,99,2K0084M,4,,,,105,274.0,138,0,54.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,4.0,3.0,1.0,6.285998094508865,99.0,1.0,1,0,0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1,4.543294782270004,99.0,1.0,4.543294782270004,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,252.0,5.097157753811013,3.0,1.0,0.0,2016,8,49851,0,0.0,0.0,1.0,10.647181628392484,10.76923076923077,10.628019323671497,,,,,,
274,210030678,22,2K0084M,5,,,,0,284.0,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,5.0,3.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,252.0,4.986385159502811,3.0,1.0,0.0,2017,6,"47115, 49851",0,0.0,0.0,0.0,3.5476718403547673,0.0,3.5794183445190155,,,,,,
275,210030692,300,2K0084M,4,,,,90,284.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,4.553876891600541,99.0,1.0,2,0,0,0,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,1,4.060443010546419,99.0,1.0,4.060443010546419,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,83.0,4.418840607796598,0.0,0.0,0.0,2015,8,9999999,0,0.0,0.0,0.0,7.396449704142012,16.666666666666664,3.0434782608695654,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
276,210030692,99,2K0084M,5,,,,92,285.0,34,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,4.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1,4.553876891600541,99.0,1.0,4.553876891600541,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,146.0,4.60291253260738,0.0,0.0,0.0,2016,9,49851,0,0.0,0.0,0.0,12.45136186770428,6.0606060606060606,13.392857142857142,,,,,,
278,210030696,99,2K0084M,4,,,,133,290.0,337,0,270.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,2.0,2.0,1.0,5.711150146678081,0.6124046593371897,4.0,3.0,2.0,,,,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,466.0,5.711150146678081,2.0,1.0,0.0,2.0,270.0,5.2291171816800235,1.0,1.0,0.0,2016,7,9999999,0,0.0,0.0,,11.29032258064516,,11.29032258064516,,,,,,
279,210030696,99,2K0084M,5,,,,0,272.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,4.0,3.0,2.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,466.0,5.470133664179052,3.0,2.0,0.0,2016,7,47941,0,0.0,0.0,0.0,11.702127659574469,50.0,11.29032258064516,,,,,,
280,210030711,11,2K0084M,3,,,,101,,75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,5.70328222448941,1.701967208035651,2.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,10,9999999,0,0.0,0.0,1.0,2.380952380952381,0.0,2.5210084033613445,,,,,,
285,210030798,99,2K0084M,4,,,,100,275.0,390,0,280.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,1.0,1.0,5.332718793265369,99.0,4.0,2.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,207.0,5.332718793265369,1.0,1.0,0.0,3.0,186.0,4.237826811716548,1.0,0.0,0.0,2017,5,9999999,0,0.0,0.0,0.0,2.5996533795493932,8.571428571428571,2.214022140221402,,,,,,
286,210030832,99,2K0084M,2,,,,117,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,,,,4.8724780378287385,0.9342397453248347,3.0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,9,9999999,0,0.0,0.0,0.0,6.866952789699571,11.76470588235294,6.030150753768844,,,,,,
287,210030832,12,2K0084M,3,,,,127,284.0,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,0,0,5,1,0,0,0.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,51755,0,0.0,0.0,0.0,8.38150289017341,13.636363636363635,6.5891472868217065,21.69811320754717,100.0,20.192307692307693,16.9811320754717,100.0,15.384615384615385
288,210030832,99,2K0084M,3,,,,127,284.0,474,1,122.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,3.0,1.0,1.0,4.8724780378287385,0.9342397453248347,3.0,1.0,1.0,,,,,0,0,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,383.0,5.948034989180646,1.0,1.0,0.0,,,,,,,,,,,,,2.0,82.0,4.334699562152784,0.0,0.0,0.0,,,,,,,2016,11,49851,0,0.0,0.0,0.0,8.112582781456954,,8.112582781456954,38.2183908045977,100.0,38.04034582132565,31.60919540229885,100.0,31.412103746397698
293,210030844,12,2K0084M,3,,,,62,,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,4,9999999,0,0.0,0.0,,1.3651877133105803,4.081632653061225,0.819672131147541,18.620689655172416,,18.620689655172416,10.344827586206897,,10.344827586206897
294,210030844,12,2K0084M,3,,,,62,,324,0,232.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,,,,,,,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2,"47941, 49851",0,0.0,0.0,,2.7491408934707904,,2.7491408934707904,33.33333333333333,,33.33333333333333,24.019607843137255,,24.019607843137255
295,210030844,99,2K0084M,4,,,,0,290.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,,,,,,,,,4.804021044733257,99.0,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,4,49851,0,0.0,0.0,0.0,11.363636363636363,28.235294117647058,5.992509363295881,,,,,,
297,210030866,99,2K0084M,5,,,,104,286.0,283,0,209.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,1.0,1.0,6.1675164908883415,99.0,7.0,1.0,1.0,6.879355804460439,99.0,1.0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,477.0,6.1675164908883415,1.0,1.0,0.0,6.0,42.0,3.5403326047189156,0.0,0.0,0.0,2017,6,9999999,0,0.0,0.0,1.0,8.99581589958159,0.0,9.148936170212766,,,,,,
298,210030866,21,2K0084M,6,,,,106,277.0,51,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,7.0,1.0,1.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,6.879355804460439,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,477.0,3.915644588457405,1.0,1.0,0.0,2017,10,49851,0,1.0,,0.0,8.296943231441048,0.0,8.370044052863436,,,,,,
299,210030866,99,2K0084M,6,,,,106,277.0,91,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,,3,,,,,,7.0,1.0,1.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,6.879355804460439,99.0,1.0,6.879355804460439,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,477.0,3.915644588457405,1.0,1.0,0.0,2017,11,47115,0,1.0,1.0,0.0,5.022156573116692,,5.022156573116692,,,,,,
300,210030866,99,2K0084M,6,,,,106,277.0,132,0,3.0,0,0.0,0.0,0.0,0.0,0.0,3,,4,,,,,,7.0,1.0,1.0,,,,,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.879355804460439,99.0,1.0,6.879355804460439,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,477.0,3.915644588457405,1.0,1.0,0.0,2017,12,47115,0,0.0,0.0,0.0,4.444444444444445,0.0,4.451038575667656,,,,,,
301,210030924,22,2K0084M,3,,,,126,346.0,431,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,0.0,0.0,3.0699422761131276,0.4205214287075254,5.0,0.0,0.0,,,,,1,0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1,4.59511985013459,99.0,1.0,4.59511985013459,99.0,,1,,,,,,,,,,,,,,,,,,,2.0,29.0,3.0699422761131276,0.0,0.0,0.0,3.0,60.0,3.342196583223371,0.0,0.0,0.0,2017,11,9999999,0,0.0,0.0,0.0,4.13589364844904,,4.13589364844904,,,,,,
302,210030949,22,2K0084M,4,,,,109,,70,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,4.867534450455582,99.0,1.0,0.0,0.0,,,,3,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1,3.912023005428146,99.0,1.0,3.912023005428146,99.0,,0,,,,,,,1.0,130.0,4.867534450455582,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2015,6,9999999,0,0.0,0.0,,0.37593984962406013,,0.37593984962406013,,,,,,
303,210030949,99,2K0084M,4,,,,109,,283,0,189.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,2.0,0.0,0.0,4.389778727941864,0.675648622280257,2.0,0.0,0.0,,,,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,,,,,,,2016,1,47941,0,0.0,0.0,,2.7472527472527473,,2.7472527472527473,,,,,,
304,210030949,99,2K0084M,5,,,,91,280.0,17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,,,,,,2.0,0.0,0.0,7.141245122350491,99.0,1.0,3,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2016,5,47941,0,0.0,0.0,1.0,22.95514511873351,68.42105263157895,17.888563049853374,25.142857142857146,29.166666666666668,23.62204724409449,20.57142857142857,20.833333333333336,20.47244094488189
305,210030949,99,2K0084M,5,,,,91,280.0,191,0,111.0,0,0.0,0.0,0.0,0.0,0.0,2,,4,,,,,,2.0,0.0,0.0,7.141245122350491,99.0,1.0,3,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2016,10,47941,0,1.0,,1.0,15.2317880794702,,15.2317880794702,,,,,,
306,210030949,99,2K0084M,5,,,,91,280.0,278,0,198.0,0,0.0,0.0,0.0,0.0,0.0,3,,5,,,,,,2.0,0.0,0.0,7.141245122350491,99.0,1.0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2017,1,49851,0,0.0,0.0,1.0,8.984375,,8.984375,,,,,,
307,210030949,21,2K0084M,6,,,,0,279.0,290,0,52.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,,,,,,2.0,0.0,0.0,,,,,1,1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2018,1,47941,0,1.0,,0.0,3.259259259259259,,3.259259259259259,,,,,,
308,210030949,99,2K0084M,6,,,,0,279.0,307,0,69.0,0,0.0,0.0,0.0,0.0,0.0,2,,7,,,,,,2.0,0.0,0.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2018,2,"47941, 49851",0,1.0,,0.0,9.925925925925926,,9.925925925925926,,,,,,
309,210030949,300,2K0084M,6,,,,0,279.0,344,0,106.0,0,0.0,0.0,0.0,0.0,0.0,3,1,8,1.0,1.0,1.0,7.141245122350491,99.0,3.0,1.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,1263.0,7.141245122350491,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,130.0,4.389778727941864,0.0,0.0,0.0,2018,3,47941,0,0.0,0.0,0.0,8.082706766917292,,8.082706766917292,38.88888888888889,,38.88888888888889,31.57894736842105,,31.57894736842105
310,210030972,99,2K0084M,3,,,,131,,184,0,96.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,2.0,0.0,0.0,3.21162348176676,1.1507854692086643,2.0,0.0,0.0,5.441721484332199,0.5106977652909905,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,11.0,2.3978952727983707,0.0,0.0,0.0,1.0,56.0,4.02535169073515,0.0,0.0,0.0,,,,,,,2015,10,9999999,0,0.0,0.0,0.0,2.528735632183908,0.0,2.558139534883721,,,,,,
311,210030972,21,2K0084M,5,,,,0,251.0,122,0,57.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,5.0,2.0,2.0,,,,0,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,311.0,4.549682283306024,2.0,2.0,0.0,2017,8,49851,0,1.0,,0.0,3.356890459363958,4.424778761061947,3.090507726269316,,,,,,
312,210030972,21,2K0084M,5,,,,0,251.0,147,0,82.0,0,0.0,0.0,0.0,0.0,0.0,2,2,3,,,,,,5.0,2.0,2.0,,,,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,311.0,4.549682283306024,2.0,2.0,0.0,2017,9,47941,0,1.0,,0.0,4.896142433234421,4.444444444444445,4.92845786963434,,,,,,
313,210030972,99,2K0084M,5,,,,0,251.0,174,0,109.0,0,0.0,0.0,0.0,0.0,0.0,3,,4,,,,,,5.0,2.0,2.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,311.0,4.549682283306024,2.0,2.0,0.0,2017,10,47941,0,0.0,0.0,0.0,8.879184861717611,0.0,8.905109489051096,,,,,,
314,210030991,99,2K0084M,3,,,,51,,380,0,280.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,1.0,0.0,5.117993812416755,99.0,1.0,1.0,0.0,5.5134287461649825,99.0,1.0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,167.0,5.117993812416755,1.0,0.0,0.0,,,,,,,2016,4,9999999,0,0.0,0.0,0.0,2.8301886792452833,8.450704225352112,1.214574898785425,,,,,,
315,210030991,99,2K0084M,4,,,,81,297.0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,2,,,,,,1.0,1.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,167.0,5.117993812416755,1.0,0.0,0.0,2016,5,49851,0,0.0,0.0,0.0,22.95514511873351,68.42105263157895,17.888563049853374,25.142857142857146,29.166666666666668,23.62204724409449,20.57142857142857,20.833333333333336,20.47244094488189
316,210030996,12,2K0084M,6,,,,85,292.0,179,0,79.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,3.0,2.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,847.0,4.992008002983895,3.0,2.0,0.0,2018,2,9999999,0,0.0,0.0,0.0,5.481481481481482,,5.481481481481482,,,,,,
317,210030996,99,2K0084M,6,,,,85,292.0,179,0,79.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,3.0,2.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,847.0,4.992008002983895,3.0,2.0,0.0,2018,2,47941,0,0.0,0.0,0.0,5.481481481481482,,5.481481481481482,,,,,,
321,210031062,21,2K0084M,4,,,,82,247.0,17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,1.0,1.0,3.4339872044851463,99.0,1.0,3,0,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,3.6109179126442243,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,254.0,4.427445690178126,1.0,1.0,0.0,2015,9,9999999,0,0.0,0.0,0.0,7.0559610705596105,9.090909090909092,6.878306878306878,,,,,,
322,210031062,99,2K0084M,4,,,,82,247.0,284,0,230.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,1.0,0.0,0.0,3.6109179126442243,99.0,4.0,1.0,1.0,3.4339872044851463,99.0,1.0,3,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,37.0,3.6109179126442243,0.0,0.0,0.0,3.0,254.0,4.427445690178126,1.0,1.0,0.0,2016,6,49851,0,1.0,,0.0,4.838709677419355,,4.838709677419355,25.142857142857146,29.166666666666668,23.62204724409449,20.57142857142857,20.833333333333336,20.47244094488189
323,210031062,99,2K0084M,4,,,,82,247.0,293,0,239.0,0,0.0,0.0,0.0,0.0,0.0,3,,3,1.0,0.0,0.0,3.6109179126442243,99.0,4.0,1.0,1.0,3.4339872044851463,99.0,1.0,3,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,37.0,3.6109179126442243,0.0,0.0,0.0,3.0,254.0,4.427445690178126,1.0,1.0,0.0,2016,6,49851,0,0.0,0.0,0.0,2.1505376344086025,,2.1505376344086025,,,,,,
324,210031062,99,2K0084M,5,,,,105,289.0,195,0,89.0,0,0.0,0.0,0.0,0.0,0.0,1,,4,1.0,0.0,0.0,3.4339872044851463,99.0,5.0,1.0,1.0,7.368339686311381,99.0,1.0,6,1,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,31.0,3.4339872044851463,0.0,0.0,0.0,4.0,254.0,4.22331374579465,1.0,1.0,0.0,2017,2,"49851, 47115",0,1.0,,1.0,5.183585313174946,,5.183585313174946,44.16058394160584,,44.16058394160584,37.591240875912405,,37.591240875912405
325,210031062,99,2K0084M,5,,,,105,289.0,218,0,112.0,0,0.0,0.0,0.0,0.0,0.0,2,,5,1.0,0.0,0.0,3.4339872044851463,99.0,5.0,1.0,1.0,7.368339686311381,99.0,1.0,6,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,31.0,3.4339872044851463,0.0,0.0,0.0,4.0,254.0,4.22331374579465,1.0,1.0,0.0,2017,3,47941,0,1.0,,1.0,2.7777777777777777,0.0,2.8199566160520604,44.16058394160584,,44.16058394160584,37.591240875912405,,37.591240875912405
326,210031062,99,2K0084M,5,,,,105,289.0,315,0,209.0,0,0.0,0.0,0.0,0.0,0.0,3,,6,1.0,0.0,0.0,3.4339872044851463,99.0,5.0,1.0,1.0,7.368339686311381,99.0,1.0,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,31.0,3.4339872044851463,0.0,0.0,0.0,4.0,254.0,4.22331374579465,1.0,1.0,0.0,2017,6,47941,0,0.0,0.0,1.0,8.99581589958159,0.0,9.148936170212766,,,,,,
327,210031062,11,2K0084M,6,,,,89,282.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,7,,,,,,5.0,1.0,1.0,,,,,0,0,5,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,254.0,4.0654484375327495,1.0,1.0,0.0,2017,8,49851,0,1.0,,0.0,3.356890459363958,4.424778761061947,3.090507726269316,,,,,,
328,210031062,11,2K0084M,6,,,,89,282.0,26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,8,,,,,,5.0,1.0,1.0,,,,,0,0,4,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,254.0,4.0654484375327495,1.0,1.0,0.0,2017,9,47941,0,0.0,0.0,0.0,5.341246290801187,4.444444444444445,5.405405405405405,,,,,,
329,210031062,11,2K0084M,6,,,,89,282.0,163,0,53.0,0,0.0,0.0,0.0,0.0,0.0,3,3,9,,,,,,5.0,1.0,1.0,,,,,0,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,254.0,4.0654484375327495,1.0,1.0,0.0,2018,2,47941,0,1.0,,0.0,6.222222222222222,,6.222222222222222,,,,,,
330,210031062,12,2K0084M,6,,,,89,282.0,181,0,71.0,0,0.0,0.0,0.0,0.0,0.0,4,1,10,1.0,1.0,1.0,7.368339686311381,99.0,6.0,2.0,2.0,,,,,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,1585.0,7.368339686311381,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,5.0,254.0,4.0654484375327495,1.0,1.0,0.0,2018,2,47941,0,1.0,,0.0,14.17910447761194,,14.17910447761194,38.88888888888889,,38.88888888888889,31.57894736842105,,31.57894736842105
