CowID,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N08730636,73.0,56,69.0,55,73.0,60,63.0,49,66.0,53,4
N08730636,81.0,56,78.0,55,79.0,60,62.0,49,56.0,53,4
N08730637,68.0,56,59.0,55,56.0,60,52.0,49,62.0,53,3
N08730640,61.0,56,48.0,55,44.0,60,52.0,49,55.0,53,3
N08730640,69.0,56,62.0,55,62.0,60,62.0,49,62.0,53,3
N08730640,75.0,56,74.0,55,72.0,60,62.0,49,72.0,53,4
N08730641,66.0,56,58.0,55,57.0,60,61.0,49,59.0,53,3
N08730642,21.0,56,29.0,55,30.0,60,45.0,49,51.0,53,3
N08730643,64.0,56,63.0,55,56.0,60,68.0,49,63.0,53,3
N08730645,13.0,56,22.0,55,24.0,60,43.0,49,17.0,53,1
N08730645,16.0,56,30.0,55,50.0,60,63.0,49,8.0,53,3
N08730645,66.0,56,68.0,55,80.0,60,59.0,49,61.0,53,4
N08730646,55.0,56,54.0,55,51.0,60,53.0,49,63.0,53,3
N08730646,73.0,56,65.0,55,70.0,60,59.0,49,64.0,53,4
N08730646,80.0,56,72.0,55,75.0,60,52.0,49,65.0,53,4
N08730647,70.0,56,59.0,55,82.0,60,62.0,49,60.0,53,4
N08730647,37.0,56,55.0,55,72.0,60,55.0,49,62.0,53,4
N08730649,49.0,56,51.0,55,56.0,60,58.0,49,63.0,53,3
N08730649,61.0,56,66.0,55,74.0,60,56.0,49,70.0,53,4
N08730649,77.0,56,72.0,55,76.0,60,46.0,49,65.0,53,4
N08730649,78.0,56,67.0,55,76.0,60,56.0,49,69.0,53,4
N08730649,81.0,56,77.0,55,84.0,60,49.0,49,65.0,53,4
N08730650,19.0,56,40.0,55,61.0,60,59.0,49,26.0,53,3
N08730650,19.0,56,36.0,55,62.0,60,57.0,49,31.0,53,3
N08730650,83.0,56,67.0,55,83.0,60,52.0,49,67.0,53,4
N08730650,88.0,56,73.0,55,87.0,60,60.0,49,54.0,53,4
N08730652,57.0,56,45.0,55,53.0,60,26.0,49,34.0,53,3
N08730652,68.0,56,61.0,55,69.0,60,42.0,49,31.0,53,3
N08730654,64.0,56,53.0,55,57.0,60,47.0,49,60.0,53,3
N08730654,77.0,56,65.0,55,68.0,60,61.0,49,63.0,53,4
N08730654,84.0,56,74.0,55,77.0,60,53.0,49,62.0,53,4
N08730654,86.0,56,80.0,55,82.0,60,53.0,49,61.0,53,4
N08730654,86.0,56,80.0,55,82.0,60,58.0,49,59.0,53,4
N08730655,53.0,56,47.0,55,58.0,60,48.0,49,51.0,53,3
N08730655,63.0,56,58.0,55,70.0,60,48.0,49,55.0,53,3
N08730655,84.0,56,79.0,55,92.0,60,48.0,49,69.0,53,5
N08730656,22.0,56,42.0,55,51.0,60,56.0,49,53.0,53,3
N08730656,73.0,56,61.0,55,69.0,60,59.0,49,58.0,53,4
N08730656,73.0,56,61.0,55,69.0,60,64.0,49,59.0,53,4
N08730656,80.0,56,72.0,55,79.0,60,47.0,49,67.0,53,4
N08735165,58.0,56,54.0,55,42.0,60,57.0,49,62.0,53,3
N08735166,22.0,56,37.0,55,52.0,60,47.0,49,45.0,53,3
N08735166,66.0,56,59.0,55,68.0,60,54.0,49,68.0,53,3
N08735166,80.0,56,72.0,55,79.0,60,63.0,49,60.0,53,4
N08735166,81.0,56,71.0,55,76.0,60,60.0,49,57.0,53,4
N08735168,67.0,56,52.0,55,60.0,60,44.0,49,47.0,53,3
N08735169,67.0,56,55.0,55,60.0,60,61.0,49,59.0,53,3
N08735169,84.0,56,60.0,55,65.0,60,49.0,49,34.0,53,4
N08735172,29.0,56,40.0,55,51.0,60,53.0,49,65.0,53,3
N08735172,26.0,56,50.0,55,58.0,60,57.0,49,39.0,53,3
N08735172,80.0,56,73.0,55,79.0,60,54.0,49,73.0,53,4
N08735172,87.0,56,78.0,55,83.0,60,54.0,49,74.0,53,4
N08735173,52.0,56,47.0,55,40.0,60,56.0,49,61.0,53,3
N08735173,18.0,56,35.0,55,38.0,60,52.0,49,29.0,53,2
N08735173,20.0,56,36.0,55,47.0,60,45.0,49,27.0,53,2
N08735173,20.0,56,32.0,55,47.0,60,59.0,49,24.0,53,2
N08735173,32.0,56,54.0,55,63.0,60,50.0,49,49.0,53,3
N08735173,85.0,56,75.0,55,89.0,60,63.0,49,64.0,53,4
N08735174,40.0,56,23.0,55,26.0,60,33.0,49,39.0,53,2
N08735174,62.0,56,67.0,55,65.0,60,51.0,49,67.0,53,3
N08735174,71.0,56,76.0,55,78.0,60,66.0,49,73.0,53,4
N08735174,74.0,56,81.0,55,82.0,60,58.0,49,75.0,53,4
N08743392,68.0,56,57.0,55,68.0,60,54.0,49,58.0,53,3
N08743396,67.0,56,54.0,55,63.0,60,57.0,49,60.0,53,3
N08743396,76.0,56,67.0,55,74.0,60,57.0,49,53.0,53,4
N08743397,55.0,56,60.0,55,59.0,60,55.0,49,62.0,53,3
N08743397,71.0,56,64.0,55,74.0,60,47.0,49,60.0,53,4
N08743397,28.0,56,49.0,55,62.0,60,47.0,49,61.0,53,3
N08743397,80.0,56,70.0,55,87.0,60,30.0,49,69.0,53,4
N08743397,80.0,56,70.0,55,87.0,60,30.0,49,69.0,53,4
N08743397,80.0,56,71.0,55,88.0,60,47.0,49,69.0,53,4
N08743397,93.0,56,84.0,55,95.0,60,55.0,49,77.0,53,5
N08743397,93.0,56,83.0,55,96.0,60,63.0,49,77.0,53,5
N08743397,93.0,56,86.0,55,96.0,60,55.0,49,76.0,53,5
N08743398,16.0,56,34.0,55,32.0,60,59.0,49,36.0,53,2
N08743400,59.0,56,43.0,55,47.0,60,57.0,49,50.0,53,3
N08743401,43.0,56,17.0,55,20.0,60,50.0,49,48.0,53,2
N08743401,56.0,56,32.0,55,38.0,60,43.0,49,53.0,53,3
N08743401,69.0,56,63.0,55,61.0,60,58.0,49,76.0,53,4
N08743401,69.0,56,63.0,55,61.0,60,57.0,49,76.0,53,4
N08743401,74.0,56,74.0,55,72.0,60,55.0,49,75.0,53,4
N08743401,82.0,56,81.0,55,79.0,60,59.0,49,74.0,53,4
N08743401,83.0,56,81.0,55,81.0,60,63.0,49,70.0,53,4
N08743402,69.0,56,60.0,55,59.0,60,62.0,49,62.0,53,3
N08743402,32.0,56,50.0,55,57.0,60,61.0,49,50.0,53,3
N08743402,70.0,56,64.0,55,72.0,60,61.0,49,71.0,53,4
N08743403,18.0,56,23.0,55,24.0,60,27.0,49,34.0,53,2
N08743403,18.0,56,46.0,55,58.0,60,63.0,49,19.0,53,3
N08743403,79.0,56,66.0,55,72.0,60,56.0,49,68.0,53,4
N08743404,44.0,56,43.0,55,47.0,60,38.0,49,58.0,53,3
N08743404,55.0,56,58.0,55,64.0,60,54.0,49,66.0,53,3
N08743404,60.0,56,67.0,55,72.0,60,47.0,49,71.0,53,4
N08743406,53.0,56,51.0,55,54.0,60,54.0,49,58.0,53,3
N08743627,40.0,56,19.0,55,24.0,60,42.0,49,36.0,53,2
N08749038,61.0,56,49.0,55,41.0,60,59.0,49,62.0,53,3
N09756721,66.0,56,55.0,55,56.0,60,57.0,49,46.0,53,3
N09756721,77.0,56,69.0,55,74.0,60,50.0,49,53.0,53,4
N09756721,85.0,56,75.0,55,81.0,60,49.0,49,55.0,53,4
N09762659,58.0,56,48.0,55,47.0,60,56.0,49,65.0,53,3
N09762659,69.0,56,66.0,55,66.0,60,58.0,49,53.0,53,3
N09762659,75.0,56,73.0,55,74.0,60,54.0,49,54.0,53,4
N09762662,25.0,56,45.0,55,52.0,60,60.0,49,48.0,53,3
N09762662,91.0,56,67.0,55,81.0,60,49.0,49,30.0,53,5
N09762663,59.0,56,40.0,55,37.0,60,45.0,49,37.0,53,3
N09762665,55.0,56,52.0,55,58.0,60,39.0,49,47.0,53,3
N09762665,56.0,56,52.0,55,58.0,60,42.0,49,47.0,53,3
N09762666,61.0,56,53.0,55,60.0,60,55.0,49,61.0,53,3
N09762668,24.0,56,35.0,55,31.0,60,56.0,49,53.0,53,3
N09762668,28.0,56,41.0,55,33.0,60,56.0,49,55.0,53,3
N09762670,66.0,56,53.0,55,63.0,60,56.0,49,62.0,53,3
N09767726,30.0,56,47.0,55,57.0,60,51.0,49,47.0,53,3
N09767726,29.0,56,51.0,55,59.0,60,59.0,49,35.0,53,3
N09767726,33.0,56,48.0,55,68.0,60,53.0,49,32.0,53,3
N09767727,9.0,56,19.0,55,14.0,60,41.0,49,11.0,53,1
N09767727,60.0,56,63.0,55,77.0,60,60.0,49,68.0,53,4
N09767729,35.0,56,25.0,55,23.0,60,49.0,49,55.0,53,3
N09767729,65.0,56,67.0,55,77.0,60,44.0,49,64.0,53,4
N09767730,77.0,56,60.0,55,72.0,60,54.0,49,31.0,53,4
N09767731,74.0,56,64.0,55,70.0,60,64.0,49,58.0,53,4
N09767731,79.0,56,72.0,55,77.0,60,47.0,49,58.0,53,4
N09767733,43.0,56,17.0,55,19.0,60,47.0,49,39.0,53,2
N09767733,43.0,56,17.0,55,19.0,60,47.0,49,38.0,53,2
N09767733,43.0,56,17.0,55,19.0,60,47.0,49,38.0,53,2
N09767735,62.0,56,63.0,55,66.0,60,53.0,49,65.0,53,3
N09767735,63.0,56,59.0,55,73.0,60,46.0,49,53.0,53,4
N09767737,60.0,56,51.0,55,56.0,60,60.0,49,61.0,53,3
N09767737,69.0,56,62.0,55,67.0,60,45.0,49,62.0,53,3
N09767737,76.0,56,76.0,55,75.0,60,48.0,49,63.0,53,4
N09767738,56.0,56,50.0,55,51.0,60,59.0,49,59.0,53,3
N09771099,67.0,56,61.0,55,66.0,60,62.0,49,58.0,53,3
N09771100,18.0,56,21.0,55,24.0,60,46.0,49,34.0,53,2
N09771102,39.0,56,29.0,55,34.0,60,34.0,49,42.0,53,2
N09771102,47.0,56,48.0,55,54.0,60,42.0,49,51.0,53,3
N09771102,63.0,56,63.0,55,67.0,60,42.0,49,60.0,53,3
N09771102,73.0,56,52.0,55,54.0,60,62.0,49,58.0,53,4
N09771104,42.0,56,43.0,55,35.0,60,48.0,49,51.0,53,3
N09771104,30.0,56,45.0,55,59.0,60,58.0,49,62.0,53,3
N09771108,29.0,56,47.0,55,52.0,60,43.0,49,44.0,53,3
N09771108,68.0,56,61.0,55,66.0,60,63.0,49,55.0,53,3
N09771108,86.0,56,69.0,55,76.0,60,33.0,49,24.0,53,4
N09771110,55.0,56,35.0,55,23.0,60,50.0,49,19.0,53,3
N09774135,18.0,56,38.0,55,32.0,60,60.0,49,44.0,53,2
N09774137,64.0,56,55.0,55,60.0,60,55.0,49,57.0,53,3
N09774137,75.0,56,67.0,55,70.0,60,52.0,49,53.0,53,4
N09774137,80.0,56,76.0,55,76.0,60,54.0,49,52.0,53,4
N09774139,61.0,56,51.0,55,57.0,60,53.0,49,62.0,53,3
N09774139,70.0,56,67.0,55,70.0,60,56.0,49,59.0,53,3
N09778117,37.0,56,36.0,55,33.0,60,55.0,49,54.0,53,3
N09778117,70.0,56,59.0,55,65.0,60,46.0,49,46.0,53,3
N09778117,73.0,56,62.0,55,81.0,60,54.0,49,72.0,53,4
N09778117,82.0,56,72.0,55,87.0,60,66.0,49,72.0,53,4
N09778117,85.0,56,77.0,55,89.0,60,45.0,49,63.0,53,4
N09778117,86.0,56,78.0,55,91.0,60,51.0,49,62.0,53,5
N09778118,72.0,56,61.0,55,61.0,60,63.0,49,52.0,53,4
N09778118,78.0,56,69.0,55,73.0,60,61.0,49,53.0,53,4
N09778120,10.0,56,27.0,55,21.0,60,54.0,49,22.0,53,1
N09778120,10.0,56,25.0,55,21.0,60,52.0,49,22.0,53,1
N09778120,70.0,56,56.0,55,69.0,60,48.0,49,69.0,53,3
N09778120,78.0,56,74.0,55,74.0,60,57.0,49,64.0,53,4
N09778122,50.0,56,39.0,55,46.0,60,47.0,49,56.0,53,3
N09778123,14.0,56,29.0,55,28.0,60,49.0,49,39.0,53,2
N09778123,19.0,56,48.0,55,42.0,60,57.0,49,56.0,53,3
N09778123,51.0,56,73.0,55,85.0,60,63.0,49,62.0,53,4
N09778123,50.0,56,71.0,55,88.0,60,67.0,49,53.0,53,4
N09778124,18.0,56,40.0,55,31.0,60,54.0,49,47.0,53,2
N09778127,43.0,56,37.0,55,45.0,60,47.0,49,62.0,53,3
N09778127,55.0,56,45.0,55,60.0,60,52.0,49,64.0,53,3
N09778127,69.0,56,55.0,55,72.0,60,48.0,49,67.0,53,4
N09778133,60.0,56,57.0,55,68.0,60,52.0,49,56.0,53,3
N09778134,18.0,56,27.0,55,25.0,60,44.0,49,36.0,53,2
N09778134,67.0,56,62.0,55,68.0,60,58.0,49,63.0,53,3
N09778134,33.0,56,55.0,55,56.0,60,66.0,49,68.0,53,3
N09778134,78.0,56,76.0,55,79.0,60,58.0,49,68.0,53,4
N09778135,47.0,56,48.0,55,50.0,60,54.0,49,68.0,53,3
N09778135,52.0,56,63.0,55,62.0,60,53.0,49,70.0,53,3
N09778136,15.0,56,18.0,55,22.0,60,51.0,49,24.0,53,1
N09778137,11.0,56,33.0,55,25.0,60,51.0,49,27.0,53,2
N09778137,62.0,56,67.0,55,78.0,60,52.0,49,71.0,53,4
N09778137,62.0,56,58.0,55,79.0,60,55.0,49,71.0,53,4
N09778137,76.0,56,75.0,55,83.0,60,56.0,49,69.0,53,4
N09778137,19.0,56,52.0,55,73.0,60,55.0,49,30.0,53,4
N09778137,81.0,56,78.0,55,85.0,60,60.0,49,59.0,53,4
N09778137,81.0,56,81.0,55,86.0,60,29.0,49,65.0,53,4
N09778137,83.0,56,83.0,55,90.0,60,25.0,49,62.0,53,4
N09778137,83.0,56,71.0,55,91.0,60,40.0,49,59.0,53,5
N09778137,19.0,56,41.0,55,77.0,60,35.0,49,20.0,53,4
N09778137,64.0,56,77.0,55,79.0,60,57.0,49,70.0,53,4
N09778137,62.0,56,75.0,55,83.0,60,60.0,49,68.0,53,4
N09778137,96.0,56,88.0,55,95.0,60,26.0,49,70.0,53,5
N09778137,96.0,56,73.0,55,93.0,60,30.0,49,65.0,53,5
N09781144,37.0,56,26.0,55,22.0,60,51.0,49,48.0,53,2
N09781144,43.0,56,27.0,55,22.0,60,59.0,49,47.0,53,2
N09781144,12.0,56,30.0,55,30.0,60,47.0,49,20.0,53,2
N09781144,78.0,56,64.0,55,64.0,60,57.0,49,72.0,53,4
N09781144,81.0,56,76.0,55,76.0,60,58.0,49,68.0,53,4
N09781144,33.0,56,61.0,55,73.0,60,49.0,49,50.0,53,4
N09781144,40.0,56,59.0,55,77.0,60,56.0,49,73.0,53,4
N09781144,91.0,56,79.0,55,90.0,60,34.0,49,45.0,53,5
N09781145,27.0,56,37.0,55,47.0,60,49.0,49,54.0,53,3
N09781145,73.0,56,76.0,55,88.0,60,59.0,49,60.0,53,4
N09781145,81.0,56,79.0,55,87.0,60,49.0,49,64.0,53,4
N09781145,30.0,56,59.0,55,79.0,60,44.0,49,61.0,53,4
N09781145,87.0,56,87.0,55,94.0,60,56.0,49,68.0,53,5
N09781147,17.0,56,33.0,55,43.0,60,55.0,49,34.0,53,2
N09781147,83.0,56,63.0,55,82.0,60,59.0,49,38.0,53,4
N09781147,94.0,56,77.0,55,87.0,60,46.0,49,38.0,53,5
N09781148,71.0,56,60.0,55,45.0,60,56.0,49,38.0,53,4
N09781149,65.0,56,54.0,55,67.0,60,31.0,49,50.0,53,3
N09781149,74.0,56,58.0,55,71.0,60,46.0,49,59.0,53,4
N09781149,74.0,56,54.0,55,69.0,60,45.0,49,49.0,53,4
N09781149,74.0,56,54.0,55,69.0,60,47.0,49,49.0,53,4
N09781150,52.0,56,48.0,55,47.0,60,49.0,49,47.0,53,3
N09781150,22.0,56,48.0,55,42.0,60,54.0,49,51.0,53,3
N09781150,85.0,56,68.0,55,84.0,60,43.0,49,59.0,53,4
N09781151,52.0,56,55.0,55,58.0,60,57.0,49,69.0,53,3
N09781151,67.0,56,67.0,55,70.0,60,56.0,49,69.0,53,3
N09781151,74.0,56,76.0,55,78.0,60,46.0,49,55.0,53,4
N09781151,27.0,56,54.0,55,70.0,60,62.0,49,24.0,53,3
N09781151,38.0,56,58.0,55,72.0,60,46.0,49,52.0,53,4
N09781153,27.0,56,44.0,55,45.0,60,64.0,49,49.0,53,2
N09781153,40.0,56,55.0,55,61.0,60,66.0,49,55.0,53,3
N09781154,63.0,56,55.0,55,62.0,60,44.0,49,61.0,53,3
N09781155,64.0,56,55.0,55,71.0,60,59.0,49,51.0,53,4
N09781155,72.0,56,67.0,55,78.0,60,54.0,49,55.0,53,4
N09781155,79.0,56,77.0,55,82.0,60,58.0,49,56.0,53,4
N09781155,86.0,56,74.0,55,87.0,60,63.0,49,65.0,53,4
N09781155,88.0,56,73.0,55,89.0,60,56.0,49,61.0,53,4
N09781156,56.0,56,51.0,55,50.0,60,55.0,49,66.0,53,3
N09781156,56.0,56,51.0,55,50.0,60,55.0,49,67.0,53,3
N09781156,16.0,56,45.0,55,48.0,60,56.0,49,32.0,53,2
N09781158,54.0,56,40.0,55,36.0,60,48.0,49,41.0,53,3
N09781158,22.0,56,32.0,55,32.0,60,50.0,49,35.0,53,2
N09781158,63.0,56,61.0,55,57.0,60,64.0,49,68.0,53,3
N09781158,66.0,56,73.0,55,66.0,60,59.0,49,65.0,53,4
N09781158,29.0,56,54.0,55,44.0,60,58.0,49,66.0,53,3
N09781158,88.0,56,67.0,55,75.0,60,48.0,49,29.0,53,4
N09781158,88.0,56,67.0,55,75.0,60,48.0,49,29.0,53,4
N09781160,34.0,56,45.0,55,45.0,60,55.0,49,57.0,53,3
N09781160,67.0,56,61.0,55,77.0,60,61.0,49,32.0,53,4
N09781161,16.0,56,32.0,55,34.0,60,38.0,49,50.0,53,3
N09781161,18.0,56,42.0,55,39.0,60,44.0,49,41.0,53,2
N09781161,87.0,56,65.0,55,73.0,60,55.0,49,35.0,53,4
N09781162,24.0,56,31.0,55,50.0,60,53.0,49,49.0,53,3
N09781162,75.0,56,60.0,55,70.0,60,42.0,49,56.0,53,4
N09783740,36.0,56,46.0,55,39.0,60,52.0,49,56.0,53,3
N09783740,54.0,56,57.0,55,57.0,60,60.0,49,62.0,53,3
N09783740,63.0,56,75.0,55,66.0,60,60.0,49,70.0,53,4
N09783740,75.0,56,81.0,55,77.0,60,53.0,49,71.0,53,4
N09783740,78.0,56,83.0,55,80.0,60,47.0,49,71.0,53,4
N09783740,21.0,56,67.0,55,57.0,60,52.0,49,69.0,53,3
N09783741,66.0,56,54.0,55,70.0,60,60.0,49,34.0,53,3
N09783745,56.0,56,42.0,55,43.0,60,39.0,49,27.0,53,3
N09783746,35.0,56,26.0,55,27.0,60,51.0,49,55.0,53,3
N09783746,41.0,56,26.0,55,27.0,60,59.0,49,58.0,53,3
N09783746,59.0,56,59.0,55,66.0,60,46.0,49,64.0,53,3
N09783746,68.0,56,71.0,55,74.0,60,48.0,49,72.0,53,4
N09783747,40.0,56,27.0,55,22.0,60,51.0,49,45.0,53,2
N09783748,63.0,56,55.0,55,61.0,60,59.0,49,56.0,53,3
N09783748,40.0,56,54.0,55,63.0,60,51.0,49,22.0,53,3
N09783749,56.0,56,54.0,55,52.0,60,54.0,49,60.0,53,3
N09783750,40.0,56,31.0,55,32.0,60,42.0,49,41.0,53,2
N09783751,66.0,56,55.0,55,69.0,60,50.0,49,62.0,53,3
N09783751,73.0,56,66.0,55,71.0,60,55.0,49,61.0,53,4
N09783751,80.0,56,77.0,55,79.0,60,61.0,49,64.0,53,4
N09786290,26.0,56,45.0,55,65.0,60,62.0,49,61.0,53,3
N09786290,78.0,56,66.0,55,82.0,60,44.0,49,65.0,53,4
N09786292,78.0,56,69.0,55,75.0,60,57.0,49,62.0,53,4
N09786294,63.0,56,53.0,55,57.0,60,48.0,49,61.0,53,3
N09786295,56.0,56,57.0,55,72.0,60,56.0,49,57.0,53,4
N09786295,61.0,56,67.0,55,78.0,60,62.0,49,62.0,53,4
N09791473,44.0,56,50.0,55,47.0,60,63.0,49,57.0,53,3
N09791474,45.0,56,40.0,55,49.0,60,50.0,49,60.0,53,3
N09791474,66.0,56,59.0,55,73.0,60,38.0,49,54.0,53,4
N09791474,25.0,56,51.0,55,71.0,60,36.0,49,45.0,53,4
N09791474,92.0,56,80.0,55,91.0,60,52.0,49,67.0,53,5
N09791474,63.0,56,69.0,55,87.0,60,48.0,49,66.0,53,4
N09791474,93.0,56,87.0,55,95.0,60,41.0,49,56.0,53,5
N10798567,44.0,56,46.0,55,40.0,60,57.0,49,59.0,53,3
N10798567,67.0,56,65.0,55,64.0,60,60.0,49,52.0,53,3
N10805714,47.0,56,48.0,55,45.0,60,57.0,49,61.0,53,3
N10805714,56.0,56,64.0,55,63.0,60,64.0,49,62.0,53,3
N10805714,19.0,56,61.0,55,51.0,60,59.0,49,53.0,53,3
N10805714,19.0,56,59.0,55,60.0,60,55.0,49,58.0,53,3
N10805714,18.0,56,61.0,55,60.0,60,54.0,49,56.0,53,3
N10805714,15.0,56,59.0,55,67.0,60,55.0,49,51.0,53,3
N10805714,80.0,56,71.0,55,79.0,60,59.0,49,73.0,53,4
N10805714,82.0,56,78.0,55,84.0,60,41.0,49,71.0,53,4
N10805714,87.0,56,79.0,55,84.0,60,49.0,49,66.0,53,4
N10805714,90.0,56,82.0,55,90.0,60,38.0,49,54.0,53,4
N10805714,91.0,56,81.0,55,93.0,60,40.0,49,47.0,53,5
N10805715,33.0,56,46.0,55,40.0,60,59.0,49,57.0,53,3
N10805718,52.0,56,48.0,55,44.0,60,55.0,49,60.0,53,3
N10805718,18.0,56,53.0,55,44.0,60,50.0,49,60.0,53,3
N10805718,85.0,56,63.0,55,83.0,60,55.0,49,30.0,53,4
N10805718,24.0,56,57.0,55,60.0,60,37.0,49,58.0,53,3
N10805719,60.0,56,45.0,55,43.0,60,64.0,49,57.0,53,3
N10805719,71.0,56,66.0,55,58.0,60,45.0,49,67.0,53,4
N10805720,49.0,56,60.0,55,66.0,60,61.0,49,66.0,53,3
N10805720,75.0,56,68.0,55,81.0,60,47.0,49,46.0,53,4
N10805722,78.0,56,68.0,55,78.0,60,53.0,49,63.0,53,4
N10805722,72.0,56,61.0,55,80.0,60,63.0,49,64.0,53,4
N10805722,72.0,56,61.0,55,80.0,60,63.0,49,65.0,53,4
N10805723,58.0,56,52.0,55,55.0,60,55.0,49,60.0,53,3
N10805723,62.0,56,55.0,55,70.0,60,31.0,49,54.0,53,3
N10805725,45.0,56,36.0,55,32.0,60,50.0,49,53.0,53,3
N10805725,10.0,56,21.0,55,26.0,60,29.0,49,21.0,53,1
N10805725,85.0,56,70.0,55,82.0,60,32.0,49,57.0,53,4
N10805726,59.0,56,53.0,55,60.0,60,55.0,49,63.0,53,3
N10805726,60.0,56,53.0,55,60.0,60,59.0,49,63.0,53,3
N10805728,44.0,56,44.0,55,27.0,60,49.0,49,38.0,53,2
N10805733,21.0,56,44.0,55,47.0,60,54.0,49,27.0,53,2
N10805734,65.0,56,54.0,55,62.0,60,59.0,49,42.0,53,3
N10808659,54.0,56,41.0,55,49.0,60,45.0,49,54.0,53,3
N10808659,71.0,56,61.0,55,70.0,60,50.0,49,34.0,53,4
N10808660,57.0,56,34.0,55,36.0,60,47.0,49,28.0,53,3
N10808661,23.0,56,40.0,55,33.0,60,63.0,49,52.0,53,3
N10808661,27.0,56,48.0,55,44.0,60,55.0,49,55.0,53,3
N10812722,15.0,56,24.0,55,19.0,60,57.0,49,34.0,53,2
N10812722,55.0,56,44.0,55,34.0,60,40.0,49,44.0,53,3
N10812722,63.0,56,55.0,55,64.0,60,50.0,49,67.0,53,3
N10812722,67.0,56,63.0,55,71.0,60,48.0,49,72.0,53,4
N10812722,65.0,56,70.0,55,71.0,60,58.0,49,69.0,53,4
N10812722,25.0,56,59.0,55,59.0,60,51.0,49,67.0,53,3
N10812722,74.0,56,74.0,55,81.0,60,57.0,49,75.0,53,4
N10812722,76.0,56,78.0,55,85.0,60,58.0,49,75.0,53,4
N10812722,76.0,56,78.0,55,85.0,60,58.0,49,75.0,53,4
N10812722,76.0,56,75.0,55,82.0,60,62.0,49,76.0,53,4
N10812722,84.0,56,79.0,55,87.0,60,42.0,49,73.0,53,4
N10812722,87.0,56,74.0,55,88.0,60,53.0,49,68.0,53,4
N10812722,87.0,56,82.0,55,91.0,60,47.0,49,64.0,53,5
N10812722,90.0,56,82.0,55,95.0,60,48.0,49,35.0,53,5
N10812722,94.0,56,82.0,55,95.0,60,18.0,49,60.0,53,5
N10812722,94.0,56,87.0,55,95.0,60,24.0,49,51.0,53,5
N10812723,43.0,56,37.0,55,34.0,60,54.0,49,59.0,53,3
N10812723,79.0,56,61.0,55,67.0,60,55.0,49,38.0,53,4
N10812725,35.0,56,44.0,55,39.0,60,49.0,49,61.0,53,3
N10812725,17.0,56,45.0,55,41.0,60,54.0,49,67.0,53,3
N10812725,65.0,56,61.0,55,64.0,60,59.0,49,72.0,53,4
N10812725,69.0,56,72.0,55,72.0,60,60.0,49,75.0,53,4
N10812725,26.0,56,58.0,55,53.0,60,58.0,49,62.0,53,3
N10812725,75.0,56,70.0,55,79.0,60,57.0,49,73.0,53,4
N10812725,32.0,56,58.0,55,66.0,60,28.0,49,59.0,53,3
N10812725,76.0,56,71.0,55,79.0,60,54.0,49,72.0,53,4
N10812725,90.0,56,75.0,55,89.0,60,36.0,49,57.0,53,4
N10812726,19.0,56,32.0,55,32.0,60,45.0,49,51.0,53,3
N10812726,64.0,56,66.0,55,67.0,60,55.0,49,70.0,53,3
N10812726,50.0,56,59.0,55,75.0,60,57.0,49,61.0,53,4
N10812728,17.0,56,25.0,55,27.0,60,45.0,49,38.0,53,2
N10812728,65.0,56,59.0,55,64.0,60,43.0,49,62.0,53,3
N10812728,64.0,56,53.0,55,64.0,60,44.0,49,67.0,53,3
N10812728,18.0,56,48.0,55,66.0,60,53.0,49,40.0,53,3
N10812728,80.0,56,71.0,55,80.0,60,54.0,49,72.0,53,4
N10812728,87.0,56,84.0,55,92.0,60,41.0,49,70.0,53,5
N10817622,59.0,56,58.0,55,59.0,60,50.0,49,66.0,53,3
N10817622,67.0,56,71.0,55,74.0,60,48.0,49,70.0,53,4
N10817622,27.0,56,60.0,55,58.0,60,57.0,49,71.0,53,4
N10817622,25.0,56,65.0,55,64.0,60,57.0,49,71.0,53,4
N10817622,27.0,56,66.0,55,62.0,60,59.0,49,68.0,53,3
N10826510,51.0,56,52.0,55,48.0,60,57.0,49,61.0,53,3
N10826515,43.0,56,36.0,55,30.0,60,46.0,49,40.0,53,2
N10826515,48.0,56,39.0,55,30.0,60,54.0,49,43.0,53,2
N10826515,56.0,56,52.0,55,51.0,60,34.0,49,55.0,53,3
N10826515,64.0,56,60.0,55,58.0,60,44.0,49,57.0,53,3
N10826515,31.0,56,25.0,55,41.0,60,50.0,49,61.0,53,3
N10831635,60.0,56,57.0,55,59.0,60,22.0,49,36.0,53,3
N10831670,59.0,56,56.0,55,69.0,60,60.0,49,55.0,53,3
N11840674,46.0,56,51.0,55,47.0,60,55.0,49,63.0,53,3
N11840674,84.0,56,69.0,55,87.0,60,51.0,49,71.0,53,4
N11840674,84.0,56,69.0,55,87.0,60,51.0,49,71.0,53,4
N11840674,55.0,56,61.0,55,78.0,60,48.0,49,56.0,53,4
N11840674,53.0,56,44.0,55,81.0,60,40.0,49,55.0,53,4
N11840674,93.0,56,82.0,55,94.0,60,59.0,49,67.0,53,5
N11840675,56.0,56,51.0,55,52.0,60,33.0,49,53.0,53,3
N11840675,65.0,56,66.0,55,68.0,60,51.0,49,66.0,53,3
N11840675,79.0,56,75.0,55,74.0,60,45.0,49,73.0,53,4
